,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
6624,Wholesale,WARE-NMK1003,6/18/2020,7/23/2020,8/15/2020,28,131,5,0.15,"1,180.27","2,458.90",23 days
6625,In-Store,WARE-NMK1003,3/10/2020,7/24/2020,8/16/2020,3,98,5,0.2,712.88,"1,018.40",23 days
6626,In-Store,WARE-NMK1003,3/10/2020,7/24/2020,8/1/2020,3,130,7,0.15,"2,486.71","3,825.70",8 days
6627,In-Store,WARE-XYS1001,3/10/2020,7/24/2020,8/12/2020,4,26,5,0.05,"2,706.13","3,865.90",19 days
6628,Online,WARE-UHY1004,3/10/2020,7/24/2020,8/18/2020,13,245,3,0.05,"1,401.64","3,504.10",25 days
6629,Distributor,WARE-UHY1004,3/10/2020,7/24/2020,8/10/2020,25,213,3,0.05,"1,029.92","2,452.20",17 days
6630,Online,WARE-MKL1006,3/10/2020,7/24/2020,8/7/2020,13,336,4,0.075,"1,168.28","2,485.70",14 days
6631,Online,WARE-XYS1001,3/10/2020,7/24/2020,8/1/2020,13,47,2,0.05,164.82,201,8 days
6632,Online,WARE-NMK1003,3/10/2020,7/24/2020,8/9/2020,15,189,7,0.05,"1,599.16","3,075.30",16 days
6633,Distributor,WARE-NBV1002,3/10/2020,7/24/2020,7/27/2020,21,84,1,0.1,162.01,261.3,3 days
6634,Distributor,WARE-UHY1004,3/10/2020,7/24/2020,8/16/2020,23,236,7,0.05,106.73,180.9,23 days
6635,Wholesale,WARE-NBV1002,3/10/2020,7/24/2020,7/29/2020,25,60,2,0.1,"2,311.50","3,852.50",5 days
6636,In-Store,WARE-XYS1001,6/18/2020,7/24/2020,8/12/2020,4,3,4,0.075,964.8,"1,206.00",19 days
6637,Online,WARE-NBV1002,3/10/2020,7/24/2020,7/27/2020,15,72,6,0.075,"1,078.16","1,996.60",3 days
6638,Wholesale,WARE-UHY1004,3/10/2020,7/24/2020,7/26/2020,28,244,3,0.1,"1,482.04","2,646.50",2 days
6639,Distributor,WARE-UHY1004,6/18/2020,7/24/2020,8/13/2020,25,221,3,0.1,804.54,"1,018.40",20 days
6640,Distributor,WARE-NMK1003,3/10/2020,7/25/2020,8/16/2020,21,161,2,0.05,"2,996.11","5,165.70",22 days
6641,In-Store,WARE-MKL1006,6/18/2020,7/25/2020,8/7/2020,9,334,1,0.05,"1,762.57","2,231.10",13 days
6642,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,8/3/2020,3,270,8,0.05,"4,174.77","6,231.00",9 days
6643,In-Store,WARE-MKL1006,6/18/2020,7/25/2020,8/9/2020,10,362,5,0.05,"3,567.75","5,025.00",15 days
6644,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,8/6/2020,12,270,1,0.1,"1,063.36","1,802.30",12 days
6645,Online,WARE-MKL1006,3/10/2020,7/25/2020,8/8/2020,13,334,6,0.075,"3,837.69","6,291.30",14 days
6646,Online,WARE-NMK1003,6/18/2020,7/25/2020,8/5/2020,13,116,2,0.075,"1,002.32","2,505.80",11 days
6647,In-Store,WARE-PUJ1005,3/10/2020,7/25/2020,7/31/2020,6,277,8,0.075,956.76,"1,125.60",6 days
6648,In-Store,WARE-NBV1002,3/10/2020,7/25/2020,8/16/2020,3,59,7,0.1,328.03,683.4,22 days
6649,Online,WARE-PUJ1005,3/10/2020,7/25/2020,7/30/2020,19,263,5,0.3,"1,083.06","1,775.50",5 days
6650,In-Store,WARE-MKL1006,3/10/2020,7/26/2020,8/11/2020,5,330,1,0.075,710.33,"1,246.20",16 days
6651,In-Store,WARE-NBV1002,3/10/2020,7/26/2020,8/22/2020,9,87,3,0.075,"3,203.00","3,906.10",27 days
6652,In-Store,WARE-NMK1003,3/10/2020,7/26/2020,8/20/2020,4,98,2,0.1,449.57,737,25 days
6653,Online,WARE-MKL1006,6/18/2020,7/26/2020,8/23/2020,16,362,8,0.15,"2,047.39","3,102.10",28 days
6654,Online,WARE-UHY1004,3/10/2020,7/26/2020,7/29/2020,19,215,5,0.075,706.18,"1,139.00",3 days
6655,Online,WARE-MKL1006,3/10/2020,7/26/2020,8/18/2020,14,346,3,0.15,"2,934.60","3,912.80",23 days
6656,Wholesale,WARE-XYS1001,3/10/2020,7/26/2020,8/11/2020,27,36,1,0.075,"2,864.25","3,819.00",16 days
6657,In-Store,WARE-PUJ1005,3/10/2020,7/26/2020,8/22/2020,11,327,8,0.075,"1,046.81","1,869.30",27 days
6658,Online,WARE-MKL1006,3/10/2020,7/26/2020,8/1/2020,17,337,3,0.05,582.36,"1,098.80",6 days
6659,Distributor,WARE-XYS1001,3/10/2020,7/27/2020,8/10/2020,22,22,5,0.075,"1,392.93","3,095.40",14 days
6660,In-Store,WARE-UHY1004,3/10/2020,7/27/2020,8/8/2020,5,239,8,0.3,"1,829.10","2,613.00",12 days
6661,Distributor,WARE-PUJ1005,6/18/2020,7/27/2020,8/22/2020,25,281,8,0.05,617.47,"1,286.40",26 days
6662,In-Store,WARE-MKL1006,3/10/2020,7/27/2020,8/21/2020,1,350,7,0.1,"1,755.07","2,700.10",25 days
6663,In-Store,WARE-NBV1002,3/10/2020,7/27/2020,8/14/2020,3,85,3,0.075,"3,469.33","6,545.90",18 days
6664,Distributor,WARE-UHY1004,3/10/2020,7/27/2020,8/21/2020,22,207,8,0.05,"3,000.33","5,085.30",25 days
6665,Online,WARE-MKL1006,3/10/2020,7/27/2020,8/6/2020,15,366,5,0.075,433.96,850.9,10 days
6666,Distributor,WARE-UHY1004,3/10/2020,7/27/2020,8/18/2020,20,217,5,0.05,"1,269.25","1,983.20",22 days
6667,In-Store,WARE-UHY1004,3/10/2020,7/27/2020,8/18/2020,2,206,2,0.4,"2,420.31","5,500.70",22 days
6668,Distributor,WARE-XYS1001,3/10/2020,7/28/2020,8/1/2020,22,31,7,0.05,"3,337.40","3,973.10",4 days
6669,In-Store,WARE-NBV1002,3/10/2020,7/28/2020,8/10/2020,2,61,4,0.15,"2,540.64","3,175.80",13 days
6670,Wholesale,WARE-NBV1002,3/10/2020,7/28/2020,8/11/2020,27,59,2,0.075,"1,549.04","3,872.60",14 days
6671,In-Store,WARE-PUJ1005,3/10/2020,7/28/2020,8/13/2020,3,325,7,0.05,"2,773.80","3,698.40",16 days
6672,Distributor,WARE-NMK1003,3/10/2020,7/28/2020,8/11/2020,22,95,5,0.05,"2,555.11","3,041.80",14 days
6673,In-Store,WARE-NMK1003,3/10/2020,7/29/2020,8/13/2020,3,158,7,0.05,"2,459.37","5,232.70",15 days
6674,In-Store,WARE-NBV1002,3/10/2020,7/29/2020,8/26/2020,7,86,1,0.1,679.38,"1,045.20",28 days
6675,Online,WARE-NMK1003,3/10/2020,7/29/2020,8/9/2020,19,108,8,0.1,96.48,214.4,11 days
6676,In-Store,WARE-NMK1003,3/10/2020,7/29/2020,8/1/2020,4,146,3,0.05,446.49,911.2,3 days
6677,Wholesale,WARE-NBV1002,3/10/2020,7/29/2020,8/13/2020,28,67,8,0.3,879.38,"1,172.50",15 days
6678,Online,WARE-PUJ1005,3/10/2020,7/29/2020,8/24/2020,15,264,3,0.05,706.31,"1,681.70",26 days
6679,Wholesale,WARE-PUJ1005,6/18/2020,7/29/2020,8/24/2020,26,322,1,0.075,"1,688.27","3,926.20",26 days
6680,In-Store,WARE-PUJ1005,3/10/2020,7/29/2020,8/19/2020,8,284,6,0.1,582.36,"1,098.80",21 days
6681,In-Store,WARE-MKL1006,3/10/2020,7/29/2020,8/2/2020,9,336,6,0.05,"4,826.95","5,815.60",4 days
6682,Online,WARE-NBV1002,3/10/2020,7/30/2020,8/27/2020,18,66,6,0.075,"1,626.63","2,666.60",28 days
6683,Online,WARE-PUJ1005,3/10/2020,7/30/2020,8/23/2020,14,281,5,0.05,621.43,"1,172.50",24 days
6684,Wholesale,WARE-UHY1004,3/10/2020,7/30/2020,8/25/2020,28,210,8,0.4,801.99,"1,273.00",26 days
6685,In-Store,WARE-NMK1003,3/10/2020,7/30/2020,8/12/2020,2,143,3,0.4,177.95,214.4,13 days
6686,Distributor,WARE-NMK1003,3/10/2020,7/30/2020,8/9/2020,25,150,8,0.05,"2,717.52","3,484.00",10 days
6687,Online,WARE-NMK1003,3/10/2020,7/30/2020,8/6/2020,18,138,1,0.05,"1,195.01","2,438.80",7 days
6688,Online,WARE-XYS1001,3/10/2020,7/30/2020,8/19/2020,12,35,3,0.4,"4,678.07","5,775.40",20 days
6689,Online,WARE-XYS1001,3/10/2020,7/30/2020,8/17/2020,14,1,1,0.1,"1,696.84","2,532.60",18 days
6690,Distributor,WARE-NMK1003,3/10/2020,7/30/2020,8/15/2020,23,99,6,0.075,"3,604.67","5,380.10",16 days
6691,Online,WARE-MKL1006,3/10/2020,7/30/2020,8/2/2020,13,345,1,0.4,77.05,167.5,3 days
6692,Wholesale,WARE-NBV1002,6/18/2020,7/30/2020,8/20/2020,27,81,6,0.075,"3,043.81","3,953.00",21 days
6693,Wholesale,WARE-NMK1003,3/10/2020,7/30/2020,8/15/2020,26,163,4,0.15,492.45,"1,172.50",16 days
6694,Online,WARE-PUJ1005,3/10/2020,7/31/2020,8/28/2020,19,281,5,0.1,933.98,"1,098.80",28 days
6695,Online,WARE-NMK1003,3/10/2020,7/31/2020,8/20/2020,19,95,6,0.15,"4,416.10","5,735.20",20 days
6696,Online,WARE-XYS1001,3/10/2020,7/31/2020,8/13/2020,15,35,8,0.15,"3,589.19","6,525.80",13 days
6697,In-Store,WARE-UHY1004,6/18/2020,7/31/2020,8/6/2020,5,210,5,0.05,855.46,"1,018.40",6 days
6698,Online,WARE-NMK1003,3/10/2020,7/31/2020,8/27/2020,12,135,1,0.075,"2,937.82","3,497.40",27 days
6699,In-Store,WARE-PUJ1005,3/10/2020,8/1/2020,8/9/2020,3,268,6,0.075,"1,058.06","2,519.20",8 days
6700,In-Store,WARE-XYS1001,3/10/2020,8/1/2020,8/10/2020,3,35,4,0.15,621.76,"1,072.00",9 days
6701,Distributor,WARE-UHY1004,3/10/2020,8/1/2020,8/29/2020,22,210,4,0.3,895.05,"1,226.10",28 days
6702,Online,WARE-UHY1004,6/18/2020,8/1/2020,8/28/2020,20,219,3,0.2,835.49,"1,943.00",27 days
6703,In-Store,WARE-UHY1004,6/18/2020,8/2/2020,8/17/2020,5,221,3,0.05,"1,234.94","1,715.20",15 days
6704,Online,WARE-XYS1001,3/10/2020,8/2/2020,8/21/2020,15,13,3,0.05,"1,765.05","2,385.20",19 days
6705,Distributor,WARE-NMK1003,6/18/2020,8/2/2020,8/5/2020,25,122,8,0.05,"2,903.45","6,452.10",3 days
6706,Online,WARE-PUJ1005,3/10/2020,8/2/2020,8/26/2020,14,312,1,0.075,"1,343.08","1,721.90",24 days
6707,Distributor,WARE-NMK1003,3/10/2020,8/2/2020,8/12/2020,25,184,4,0.05,"2,978.82","3,819.00",10 days
6708,Online,WARE-UHY1004,3/10/2020,8/2/2020,8/30/2020,14,220,3,0.075,116.58,201,28 days
6709,In-Store,WARE-XYS1001,6/18/2020,8/2/2020,8/18/2020,1,32,8,0.2,"2,463.26","5,473.90",16 days
6710,In-Store,WARE-NMK1003,6/18/2020,8/3/2020,8/12/2020,10,176,2,0.1,"1,784.48","3,879.30",9 days
6711,Online,WARE-NBV1002,6/18/2020,8/3/2020,8/23/2020,17,70,3,0.05,"3,132.12","6,023.30",20 days
6712,Online,WARE-XYS1001,3/10/2020,8/3/2020,8/28/2020,20,27,5,0.1,"2,929.58","5,326.50",25 days
6713,Online,WARE-NMK1003,6/18/2020,8/3/2020,8/29/2020,15,115,4,0.1,155.71,187.6,26 days
6714,Distributor,WARE-XYS1001,3/10/2020,8/3/2020,8/22/2020,23,42,6,0.05,"1,600.97","3,557.70",19 days
6715,Distributor,WARE-UHY1004,6/18/2020,8/3/2020,8/23/2020,23,213,7,0.05,125.42,261.3,20 days
6716,Online,WARE-NMK1003,3/10/2020,8/3/2020,8/25/2020,16,99,3,0.05,"2,839.46","5,460.50",22 days
6717,Online,WARE-PUJ1005,6/18/2020,8/3/2020,8/29/2020,20,320,4,0.1,154.17,261.3,26 days
6718,In-Store,WARE-NMK1003,3/10/2020,8/3/2020,8/14/2020,1,91,6,0.2,792.95,"1,762.10",11 days
6719,In-Store,WARE-XYS1001,6/18/2020,8/4/2020,8/24/2020,5,3,3,0.075,515.57,"1,145.70",20 days
6720,Distributor,WARE-PUJ1005,3/10/2020,8/4/2020,8/10/2020,25,276,4,0.1,"2,176.16","2,720.20",6 days
6721,Distributor,WARE-NMK1003,6/18/2020,8/4/2020,8/28/2020,24,142,2,0.2,"2,613.00","4,020.00",24 days
6722,Online,WARE-XYS1001,6/18/2020,8/4/2020,8/21/2020,16,23,2,0.1,911.74,"1,085.40",17 days
6723,Distributor,WARE-PUJ1005,3/10/2020,8/4/2020,8/11/2020,25,271,3,0.075,"1,108.45","2,358.40",7 days
6724,Distributor,WARE-NMK1003,3/10/2020,8/4/2020,8/29/2020,24,103,1,0.05,"1,199.30","2,398.60",25 days
6725,Wholesale,WARE-PUJ1005,3/10/2020,8/4/2020,8/12/2020,26,328,7,0.15,"2,152.71","3,986.50",8 days
6726,Distributor,WARE-NMK1003,3/10/2020,8/4/2020,8/6/2020,20,187,4,0.075,"1,773.76","2,860.90",2 days
6727,In-Store,WARE-PUJ1005,6/18/2020,8/4/2020,8/27/2020,8,272,1,0.075,"2,253.21","3,819.00",23 days
6728,In-Store,WARE-NMK1003,6/18/2020,8/4/2020,8/28/2020,7,188,7,0.1,972.97,"1,835.80",24 days
6729,In-Store,WARE-PUJ1005,3/10/2020,8/4/2020,8/19/2020,1,271,4,0.4,804.8,"1,045.20",15 days
6730,Distributor,WARE-UHY1004,3/10/2020,8/5/2020,8/31/2020,21,229,6,0.075,563.81,"1,105.50",26 days
6731,Online,WARE-UHY1004,3/10/2020,8/5/2020,8/8/2020,18,257,4,0.1,"2,856.34","3,912.80",3 days
6732,In-Store,WARE-MKL1006,6/18/2020,8/5/2020,8/15/2020,5,350,7,0.075,"2,142.66","2,613.00",10 days
6733,Online,WARE-UHY1004,3/10/2020,8/5/2020,8/21/2020,16,256,4,0.05,"2,431.30","3,859.20",16 days
6734,Online,WARE-XYS1001,3/10/2020,8/5/2020,8/25/2020,16,48,6,0.15,"2,661.98","3,973.10",20 days
6735,In-Store,WARE-NMK1003,6/18/2020,8/6/2020,8/15/2020,7,103,8,0.3,"2,521.55","3,879.30",9 days
6736,Online,WARE-NBV1002,3/10/2020,8/6/2020,8/31/2020,16,64,2,0.05,75.04,187.6,25 days
6737,In-Store,WARE-NMK1003,3/10/2020,8/6/2020,9/3/2020,4,143,6,0.05,"2,020.72","2,525.90",28 days
6738,Online,WARE-NMK1003,6/18/2020,8/6/2020,8/28/2020,18,88,3,0.05,"1,575.84","1,876.00",22 days
6739,Online,WARE-UHY1004,3/10/2020,8/6/2020,8/11/2020,19,237,6,0.075,"1,329.21","2,606.30",5 days
6740,In-Store,WARE-NMK1003,6/18/2020,8/6/2020,8/20/2020,12,91,4,0.075,"2,864.25","3,819.00",14 days
6741,Online,WARE-MKL1006,3/10/2020,8/6/2020,8/19/2020,14,332,6,0.05,"3,051.85","6,103.70",13 days
6742,In-Store,WARE-PUJ1005,3/10/2020,8/6/2020,8/14/2020,6,274,3,0.1,"2,084.44","3,932.90",8 days
6743,Online,WARE-NBV1002,3/10/2020,8/7/2020,8/23/2020,14,82,6,0.1,610.64,984.9,16 days
6744,Distributor,WARE-NMK1003,6/18/2020,8/7/2020,8/15/2020,25,169,2,0.1,840.45,"1,313.20",8 days
6745,Online,WARE-UHY1004,3/10/2020,8/7/2020,8/25/2020,18,254,1,0.075,770.63,"1,085.40",18 days
6746,Online,WARE-NMK1003,3/10/2020,8/7/2020,8/17/2020,13,132,3,0.15,"2,390.56","2,988.20",10 days
6747,Wholesale,WARE-PUJ1005,3/10/2020,8/7/2020,9/1/2020,27,262,4,0.075,672.01,790.6,25 days
6748,Distributor,WARE-NMK1003,6/18/2020,8/7/2020,8/19/2020,25,97,5,0.05,"1,549.11","2,458.90",12 days
6749,In-Store,WARE-UHY1004,3/10/2020,8/7/2020,8/23/2020,9,261,8,0.1,"1,203.52","1,695.10",16 days
6750,In-Store,WARE-NMK1003,6/18/2020,8/7/2020,8/16/2020,11,96,3,0.075,"3,662.42","6,425.30",9 days
6751,In-Store,WARE-NMK1003,3/10/2020,8/7/2020,8/28/2020,8,134,2,0.05,477.38,837.5,21 days
6752,Distributor,WARE-NMK1003,3/10/2020,8/8/2020,8/10/2020,25,175,1,0.075,"3,325.88","3,912.80",2 days
6753,Distributor,WARE-PUJ1005,3/10/2020,8/8/2020,8/11/2020,24,300,6,0.15,"1,395.07","2,405.30",3 days
6754,Online,WARE-MKL1006,6/18/2020,8/8/2020,8/15/2020,17,352,1,0.05,814.39,958.1,7 days
6755,Online,WARE-NMK1003,3/10/2020,8/8/2020,8/11/2020,19,178,2,0.2,644.54,991.6,3 days
6756,Distributor,WARE-PUJ1005,6/18/2020,8/8/2020,9/1/2020,24,272,2,0.1,"4,010.62","5,494.00",24 days
6757,Distributor,WARE-NMK1003,3/10/2020,8/8/2020,9/2/2020,23,146,5,0.075,628.73,911.2,25 days
6758,Online,WARE-NMK1003,3/10/2020,8/8/2020,8/16/2020,12,125,8,0.1,"1,665.22","3,872.60",8 days
6759,In-Store,WARE-NBV1002,6/18/2020,8/9/2020,9/6/2020,5,76,6,0.075,"2,221.05","2,613.00",28 days
6760,Online,WARE-NBV1002,3/10/2020,8/9/2020,8/26/2020,15,81,4,0.05,"2,427.68","3,678.30",17 days
6761,Online,WARE-NMK1003,6/18/2020,8/9/2020,8/26/2020,14,100,2,0.05,"1,069.32","1,273.00",17 days
6762,In-Store,WARE-XYS1001,3/10/2020,8/9/2020,8/30/2020,11,8,4,0.1,755.76,944.7,21 days
6763,In-Store,WARE-NMK1003,6/18/2020,8/9/2020,8/26/2020,10,184,8,0.075,"2,519.94","3,999.90",17 days
6764,Wholesale,WARE-UHY1004,6/18/2020,8/9/2020,9/3/2020,28,206,3,0.05,"1,365.73","2,438.80",25 days
6765,In-Store,WARE-PUJ1005,3/10/2020,8/9/2020,8/24/2020,8,302,3,0.05,209.04,261.3,15 days
6766,Distributor,WARE-MKL1006,3/10/2020,8/10/2020,8/23/2020,22,336,6,0.05,"2,573.60","3,899.40",13 days
6767,Online,WARE-NMK1003,3/10/2020,8/10/2020,8/28/2020,13,166,5,0.1,546.05,"1,092.10",18 days
6768,In-Store,WARE-XYS1001,6/18/2020,8/10/2020,8/23/2020,12,31,1,0.075,"2,172.88","5,299.70",13 days
6769,In-Store,WARE-NMK1003,6/18/2020,8/11/2020,8/25/2020,7,143,4,0.075,700.28,"1,045.20",14 days
6770,Online,WARE-XYS1001,6/18/2020,8/11/2020,8/23/2020,14,20,8,0.05,690.7,"1,132.30",12 days
6771,Online,WARE-PUJ1005,3/10/2020,8/11/2020,8/28/2020,18,278,2,0.075,"1,718.55","2,291.40",17 days
6772,Wholesale,WARE-NMK1003,6/18/2020,8/11/2020,8/15/2020,28,91,2,0.075,430.41,978.2,4 days
6773,In-Store,WARE-MKL1006,3/10/2020,8/11/2020,8/19/2020,7,336,7,0.075,"1,912.31","2,693.40",8 days
6774,In-Store,WARE-UHY1004,3/10/2020,8/11/2020,9/2/2020,10,250,5,0.05,509.54,783.9,22 days
6775,Online,WARE-NMK1003,3/10/2020,8/11/2020,8/16/2020,19,186,2,0.1,623.77,891.1,5 days
6776,In-Store,WARE-NMK1003,6/18/2020,8/11/2020,8/24/2020,11,127,5,0.15,"1,116.22","2,278.00",13 days
6777,In-Store,WARE-PUJ1005,3/10/2020,8/11/2020,8/19/2020,2,304,7,0.1,"1,448.81","2,733.60",8 days
6778,In-Store,WARE-UHY1004,6/18/2020,8/11/2020,9/2/2020,9,210,6,0.3,422.57,797.3,22 days
6779,Online,WARE-NBV1002,3/10/2020,8/11/2020,9/1/2020,18,72,1,0.1,497.48,"1,105.50",21 days
6780,Wholesale,WARE-NMK1003,6/18/2020,8/12/2020,8/26/2020,28,169,2,0.075,516.44,"1,259.60",14 days
6781,Distributor,WARE-NBV1002,6/18/2020,8/12/2020,8/18/2020,25,70,6,0.05,570.3,"1,018.40",6 days
6782,In-Store,WARE-UHY1004,3/10/2020,8/12/2020,9/4/2020,7,223,4,0.05,834.95,"1,246.20",23 days
6783,In-Store,WARE-MKL1006,3/10/2020,8/12/2020,9/6/2020,4,361,5,0.075,"1,484.79","1,788.90",25 days
6784,Wholesale,WARE-UHY1004,3/10/2020,8/12/2020,9/1/2020,27,247,3,0.1,"1,988.09","3,155.70",20 days
6785,Wholesale,WARE-XYS1001,6/18/2020,8/12/2020,8/28/2020,25,29,7,0.1,585.31,"1,125.60",16 days
6786,Online,WARE-UHY1004,3/10/2020,8/12/2020,8/24/2020,20,223,2,0.2,493.12,"1,072.00",12 days
6787,Online,WARE-NBV1002,3/10/2020,8/12/2020,9/4/2020,14,79,8,0.15,185.93,247.9,23 days
6788,In-Store,WARE-NMK1003,6/18/2020,8/12/2020,9/7/2020,1,186,6,0.15,"1,077.49","2,505.80",26 days
6789,Online,WARE-NMK1003,3/10/2020,8/12/2020,8/16/2020,13,88,6,0.1,775.39,"1,092.10",4 days
6790,In-Store,WARE-NMK1003,3/10/2020,8/12/2020,9/9/2020,3,153,7,0.05,"2,999.93","3,999.90",28 days
6791,Online,WARE-NBV1002,3/10/2020,8/12/2020,8/31/2020,13,70,5,0.05,633.49,"1,038.50",19 days
6792,Distributor,WARE-UHY1004,6/18/2020,8/13/2020,9/1/2020,24,232,6,0.1,"2,311.50","3,852.50",19 days
6793,In-Store,WARE-MKL1006,3/10/2020,8/13/2020,9/2/2020,1,352,2,0.05,661.96,"1,018.40",20 days
6794,In-Store,WARE-NBV1002,6/18/2020,8/13/2020,8/31/2020,6,79,5,0.075,140.7,234.5,18 days
6795,Distributor,WARE-NBV1002,3/10/2020,8/13/2020,8/22/2020,25,63,5,0.1,778.67,998.3,9 days
6796,Online,WARE-PUJ1005,6/18/2020,8/13/2020,8/21/2020,17,303,3,0.075,"1,541.67","2,613.00",8 days
6797,Distributor,WARE-NBV1002,3/10/2020,8/13/2020,9/10/2020,25,83,7,0.4,"3,283.94","5,212.60",28 days
6798,Online,WARE-XYS1001,6/18/2020,8/13/2020,9/8/2020,18,39,2,0.2,498.41,"1,159.10",26 days
6799,Wholesale,WARE-UHY1004,3/10/2020,8/13/2020,8/16/2020,27,238,2,0.1,619.08,884.4,3 days
6800,Online,WARE-NBV1002,6/18/2020,8/14/2020,9/11/2020,16,62,1,0.05,"1,426.83","3,242.80",28 days
6801,Online,WARE-XYS1001,6/18/2020,8/14/2020,9/10/2020,17,41,5,0.1,592.95,"1,005.00",27 days
6802,Distributor,WARE-MKL1006,3/10/2020,8/14/2020,8/18/2020,23,350,1,0.075,743.5,917.9,4 days
6803,Online,WARE-PUJ1005,6/18/2020,8/14/2020,8/26/2020,13,317,4,0.2,"4,110.45","5,480.60",12 days
6804,In-Store,WARE-NMK1003,6/18/2020,8/14/2020,8/19/2020,8,185,1,0.075,938.4,"1,996.60",5 days
6805,In-Store,WARE-NMK1003,3/10/2020,8/14/2020,8/22/2020,7,148,1,0.3,"2,524.63","5,152.30",8 days
6806,In-Store,WARE-NMK1003,3/10/2020,8/14/2020,9/4/2020,3,161,5,0.075,714.76,850.9,21 days
6807,In-Store,WARE-UHY1004,3/10/2020,8/14/2020,8/30/2020,9,211,1,0.1,"1,715.13","2,485.70",16 days
6808,Online,WARE-XYS1001,6/18/2020,8/14/2020,9/1/2020,20,48,4,0.075,112.23,167.5,18 days
6809,In-Store,WARE-NMK1003,3/10/2020,8/14/2020,9/7/2020,8,187,1,0.05,824.1,"1,005.00",24 days
6810,In-Store,WARE-NMK1003,3/10/2020,8/15/2020,8/18/2020,7,150,1,0.2,"3,119.52","3,899.40",3 days
6811,Online,WARE-XYS1001,6/18/2020,8/15/2020,8/23/2020,12,21,2,0.15,"3,359.92","3,999.90",8 days
6812,Distributor,WARE-PUJ1005,6/18/2020,8/15/2020,9/1/2020,25,282,4,0.075,"1,271.12","1,869.30",17 days
6813,In-Store,WARE-UHY1004,3/10/2020,8/15/2020,8/27/2020,7,217,4,0.05,"2,438.00","5,540.90",12 days
6814,Wholesale,WARE-NMK1003,6/18/2020,8/15/2020,9/10/2020,26,161,7,0.075,158.79,201,26 days
6815,Distributor,WARE-NMK1003,3/10/2020,8/15/2020,8/20/2020,24,143,5,0.1,"2,223.86","3,088.70",5 days
6816,Online,WARE-PUJ1005,3/10/2020,8/15/2020,9/7/2020,17,275,1,0.075,723.6,"1,005.00",23 days
6817,Online,WARE-MKL1006,3/10/2020,8/15/2020,9/2/2020,12,351,7,0.05,924.94,"1,681.70",18 days
6818,Online,WARE-UHY1004,6/18/2020,8/15/2020,8/28/2020,19,246,1,0.15,838.57,998.3,13 days
6819,Wholesale,WARE-MKL1006,3/10/2020,8/16/2020,8/20/2020,28,352,2,0.4,488.83,"1,018.40",4 days
6820,In-Store,WARE-NMK1003,6/18/2020,8/16/2020,8/24/2020,11,177,8,0.05,95.68,227.8,8 days
6821,Distributor,WARE-UHY1004,3/10/2020,8/16/2020,8/25/2020,21,255,7,0.075,112.36,261.3,9 days
6822,In-Store,WARE-PUJ1005,3/10/2020,8/16/2020,9/2/2020,1,328,6,0.075,"2,681.34","3,886.00",17 days
6823,In-Store,WARE-NBV1002,6/18/2020,8/17/2020,8/23/2020,7,82,5,0.05,"4,177.58","5,802.20",6 days
6824,Distributor,WARE-XYS1001,6/18/2020,8/17/2020,8/23/2020,23,54,5,0.4,627.05,"1,279.70",6 days
6825,Wholesale,WARE-UHY1004,6/18/2020,8/17/2020,9/6/2020,28,212,8,0.075,"1,725.38","2,331.60",20 days
6826,Wholesale,WARE-PUJ1005,6/18/2020,8/17/2020,8/30/2020,27,315,1,0.075,"3,059.22","5,098.70",13 days
6827,Distributor,WARE-PUJ1005,3/10/2020,8/17/2020,8/26/2020,25,269,1,0.3,"1,179.20","2,680.00",9 days
6828,In-Store,WARE-UHY1004,3/10/2020,8/17/2020,9/9/2020,2,239,3,0.05,"2,239.94","2,666.60",23 days
6829,In-Store,WARE-NBV1002,6/18/2020,8/17/2020,9/9/2020,7,71,7,0.4,"1,089.02","2,592.90",23 days
6830,In-Store,WARE-PUJ1005,3/10/2020,8/17/2020,8/26/2020,12,318,6,0.15,474.63,"1,078.70",9 days
6831,Wholesale,WARE-NMK1003,6/18/2020,8/18/2020,9/10/2020,27,147,8,0.05,"4,322.30","6,003.20",23 days
6832,Online,WARE-PUJ1005,3/10/2020,8/18/2020,9/7/2020,17,308,8,0.1,"1,524.52","2,458.90",20 days
6833,Online,WARE-NMK1003,6/18/2020,8/18/2020,8/31/2020,18,123,1,0.05,"2,418.63","3,839.10",13 days
6834,In-Store,WARE-UHY1004,6/18/2020,8/18/2020,8/26/2020,10,218,7,0.4,"4,869.23","6,492.30",8 days
6835,Distributor,WARE-MKL1006,3/10/2020,8/18/2020,9/6/2020,23,367,8,0.1,"2,817.22","3,912.80",19 days
6836,In-Store,WARE-MKL1006,6/18/2020,8/18/2020,9/14/2020,7,340,3,0.05,792.34,"1,085.40",27 days
6837,In-Store,WARE-UHY1004,6/18/2020,8/18/2020,8/23/2020,10,238,3,0.05,"1,911.91","3,296.40",5 days
6838,Distributor,WARE-NBV1002,3/10/2020,8/18/2020,8/31/2020,21,64,7,0.1,"3,623.36","5,661.50",13 days
6839,Online,WARE-MKL1006,6/18/2020,8/18/2020,9/5/2020,16,350,1,0.3,549.94,964.8,18 days
